key,city,district,neighborhood,distanceKm,duration,level,favorite,name,pointOrder,longitude,latitude
BE_IW43-1155,서울,강남구,청담동,10.17,3시간,1,0,강남 서초 한강길,1153,127.054719,37.52275879
BE_IW43-1154,서울,동작구,사당2동,10.17,3시간,1,0,강남 서초 한강길,1152,126.9785127,37.50474824
BE_IW43-1153,서울,용산구,서빙고동,10.17,3시간,1,0,강남 서초 한강길,1151,126.9799393,37.52651855
BE_IW43-1152,서울,강남구,대치2동,10.17,3시간,1,0,강남 서초 한강길,1150,127.0700724,37.4986389
BE_IW43-1138,서울,송파구,문정2동,2.48,1시간,1,0,독정천,1219,127.1208956,37.47376797
BE_IW43-1142,서울,송파구,문정2동,2.48,1시간,1,0,독정천,1223,127.1228236,37.4803227
BE_IW43-1141,서울,송파구,문정2동,2.48,1시간,1,0,독정천,1222,127.1237659,37.48164953
BE_IW43-1137,서울,송파구,문정2동,2.48,1시간,1,0,독정천,1218,127.1157618,37.48117531
BE_IW43-1131,서울,서초구,서초2동,9.53,3시간,1,0,양재천길,1380,127.0315182,37.4871955
BE_IW43-1130,서울,강남구,대치1동,9.53,3시간,1,0,양재천길,1379,127.0536789,37.49267437
BE_IW43-1129,서울,강남구,대치2동,9.53,3시간,1,0,양재천길,1378,127.0681632,37.49887643
BE_IW43-1128,서울,서초구,양재동,9.53,3시간,1,0,양재천길,1377,127.0362935,37.47250153
BE_IW43-1127,서울,강남구,개포2동,9.53,3시간,1,0,양재천길,1376,127.0640078,37.49162789
BE_IW43-1126,서울,강남구,개포2동,9.53,3시간,1,0,양재천길,1375,127.0707073,37.49383479
BE_IW43-1136,서울,강남구,대치2동,9.53,3시간,1,0,양재천길,1385,127.0697781,37.49683014
BE_IW43-1135,서울,강남구,대치1동,9.53,3시간,1,0,양재천길,1384,127.0580687,37.49192338
BE_IW43-1134,서울,강남구,도곡2동,9.53,3시간,1,0,양재천길,1383,127.0475226,37.48653868
BE_IW43-1133,서울,서초구,양재동,9.53,3시간,1,0,양재천길,1382,127.0332678,37.47617195
BE_IW43-1132,서울,서초구,양재동,9.53,3시간,1,0,양재천길,1381,127.0278236,37.47175598
BE_IW43-0087,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,192,127.0563728,37.47807733
BE_IW43-0088,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,193,127.0556802,37.47524656
BE_IW43-0085,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,190,127.0502924,37.48042168
BE_IW43-0084,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,189,127.047773,37.48576126
BE_IW43-0083,서울,강남구,도곡2동,6.02,2시간30분,2,0,구룡산 나들이길,188,127.0462454,37.48554422
BE_IW43-0082,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,187,127.0505831,37.4749054
BE_IW43-0081,서울,강남구,도곡2동,6.02,2시간30분,2,0,구룡산 나들이길,186,127.0444628,37.4893441
BE_IW43-0086,서울,강남구,개포4동,6.02,2시간30분,2,0,구룡산 나들이길,191,127.0518295,37.47872919
BE_IW43-0075,서울,강남구,개포2동,4.8,3시간,2,0,대모산 나들이길,180,127.0711802,37.48045189
BE_IW43-0080,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,185,127.0929517,37.48295426
BE_IW43-0079,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,184,127.0814038,37.48400557
BE_IW43-0078,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,183,127.0729709,37.48020692
BE_IW43-0077,서울,서초구,내곡동,4.8,3시간,2,0,대모산 나들이길,182,127.0752647,37.47752887
BE_IW43-0076,서울,강남구,개포2동,4.8,3시간,2,0,대모산 나들이길,181,127.0716716,37.4796927
BE_IW43-0074,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,179,127.0712989,37.48096058
BE_IW43-0073,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,178,127.0726722,37.48143982
BE_IW43-0072,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,177,127.0753889,37.48198388
BE_IW43-0071,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,176,127.0775218,37.48232183
BE_IW43-0070,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,175,127.0779934,37.48256132
BE_IW43-0069,서울,강남구,일원본동,4.8,3시간,2,0,대모산 나들이길,174,127.0795542,37.48041384
BE_IW43-0067,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,172,127.0467315,37.50767127
BE_IW43-0068,서울,강남구,삼성1동,4.15,2시간,2,0,선정릉 나들이길,173,127.0575031,37.51547278
BE_IW43-0062,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,167,127.04513,37.51014861
BE_IW43-0064,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,169,127.0447944,37.5120971
BE_IW43-0065,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,170,127.0441533,37.51123072
BE_IW43-0066,서울,강남구,삼성1동,4.15,2시간,2,0,선정릉 나들이길,171,127.0603914,37.51205556
BE_IW43-0063,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,168,127.050434,37.51094415
BE_IW43-0059,서울,강남구,삼성1동,4.15,2시간,2,0,선정릉 나들이길,164,127.0555727,37.5183776
BE_IW43-0060,서울,강남구,삼성1동,4.15,2시간,2,0,선정릉 나들이길,165,127.0540794,37.51822354
BE_IW43-0061,서울,강남구,삼성2동,4.15,2시간,2,0,선정릉 나들이길,166,127.0495394,37.50966818
BE_IW43-0058,서울,강남구,삼성1동,4.15,2시간,2,0,선정릉 나들이길,163,127.0559156,37.51670676
BE_IW43-1121,서울,강남구,대치2동,7.14,2시간,1,0,탄천길,1121,127.0599586,37.51092122
BE_IW43-1122,서울,송파구,잠실3동,7.14,2시간,1,0,탄천길,1122,127.0957249,37.5136683
BE_IW43-1123,서울,송파구,잠실3동,7.14,2시간,1,0,탄천길,1123,127.0999388,37.5120813
BE_IW43-1124,서울,광진구,능동,7.14,2시간,1,0,탄천길,1124,127.0754071,37.55361666
BE_IW43-1125,서울,송파구,잠실2동,7.14,2시간,1,0,탄천길,1125,127.0700961,37.5155801
BE_IW43-1115,서울,송파구,잠실2동,7.14,2시간,1,0,탄천길,1115,127.0700961,37.5155801
BE_IW43-1116,서울,강남구,대치2동,7.14,2시간,1,0,탄천길,1116,127.0672088,37.50507522
BE_IW43-1117,서울,강남구,일원1동,7.14,2시간,1,0,탄천길,1117,127.0911291,37.49871555
BE_IW43-1118,서울,송파구,가락1동,7.14,2시간,1,0,탄천길,1118,127.1042483,37.49446902
BE_IW43-1119,서울,송파구,문정2동,7.14,2시간,1,0,탄천길,1119,127.1140084,37.48239273
BE_IW43-1120,서울,강남구,수서동,7.14,2시간,1,0,탄천길,1120,127.0992948,37.4900221
BE_IW43-0054,서울,송파구,잠실4동,30.21,8시간,3,0,송파 소리길,159,127.1013526,37.52412545
BE_IW43-0055,서울,송파구,잠실3동,30.21,8시간,3,0,송파 소리길,160,127.0956981,37.51377202
BE_IW43-0056,서울,송파구,잠실3동,30.21,8시간,3,0,송파 소리길,161,127.0988306,37.51198559
BE_IW43-0057,서울,송파구,오금동,30.21,8시간,3,0,송파 소리길,162,127.1297219,37.50342644
BE_IW43-0033,서울,송파구,잠실6동,30.21,8시간,3,0,송파 소리길,138,127.1023972,37.51456831
BE_IW43-0034,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,139,127.1110451,37.52040496
BE_IW43-0035,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,140,127.1192537,37.51844927
BE_IW43-0036,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,141,127.1211843,37.52089685
BE_IW43-0037,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,142,127.1164467,37.52571691
BE_IW43-0038,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,143,127.1151926,37.52624063
BE_IW43-0039,서울,강남구,대치2동,30.21,8시간,3,0,송파 소리길,144,127.070212,37.50323442
BE_IW43-0040,서울,강남구,일원2동,30.21,8시간,3,0,송파 소리길,145,127.0717198,37.50311149
BE_IW43-0041,서울,강남구,수서동,30.21,8시간,3,0,송파 소리길,146,127.1045195,37.49145889
BE_IW43-0042,서울,송파구,문정2동,30.21,8시간,3,0,송파 소리길,147,127.1156909,37.48076672
BE_IW43-0043,서울,송파구,문정2동,30.21,8시간,3,0,송파 소리길,148,127.1247124,37.47922897
BE_IW43-0044,서울,송파구,문정2동,30.21,8시간,3,0,송파 소리길,149,127.124092,37.48084976
BE_IW43-0045,서울,송파구,장지동,30.21,8시간,3,0,송파 소리길,150,127.1291202,37.48478223
BE_IW43-0046,서울,송파구,장지동,30.21,8시간,3,0,송파 소리길,151,127.1326511,37.4886171
BE_IW43-0047,서울,송파구,장지동,30.21,8시간,3,0,송파 소리길,152,127.1344081,37.49273327
BE_IW43-0048,서울,송파구,오금동,30.21,8시간,3,0,송파 소리길,153,127.1350399,37.50416249
BE_IW43-0049,서울,송파구,잠실3동,30.21,8시간,3,0,송파 소리길,154,127.0976442,37.51544914
BE_IW43-0050,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,155,127.1211795,37.51674435
BE_IW43-0051,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,156,127.1257777,37.51506038
BE_IW43-0052,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,157,127.1286805,37.51904959
BE_IW43-0053,서울,송파구,오륜동,30.21,8시간,3,0,송파 소리길,158,127.1269906,37.52340074
BE_IW43-1110,서울,강동구,둔촌2동,17.98,5시간40분,1,0,송파 강동 한강길,1352,127.1490528,37.53280835
BE_IW43-1100,서울,송파구,잠실2동,17.98,5시간40분,1,0,송파 강동 한강길,1342,127.0713114,37.51388893
BE_IW43-1114,서울,강동구,상일동,17.98,5시간40분,1,0,송파 강동 한강길,1546,127.1659354,37.5596066
BE_IW43-1111,서울,송파구,석촌동,17.98,5시간40분,1,0,송파 강동 한강길,1354,127.0999184,37.50566606
BE_IW43-1101,서울,송파구,잠실2동,17.98,5시간40분,1,0,송파 강동 한강길,1343,127.0690712,37.5221636
BE_IW43-1102,서울,송파구,잠실4동,17.98,5시간40분,1,0,송파 강동 한강길,1344,127.1017729,37.52338862
BE_IW43-1103,서울,송파구,잠실6동,17.98,5시간40분,1,0,송파 강동 한강길,1345,127.0944592,37.52390559
BE_IW43-1112,서울,강동구,암사2동,17.98,5시간40분,1,0,송파 강동 한강길,1355,127.1253539,37.55283494
BE_IW43-1104,서울,송파구,풍납2동,17.98,5시간40분,1,0,송파 강동 한강길,1346,127.1049854,37.53110073
BE_IW43-1105,서울,강동구,천호2동,17.98,5시간40분,1,0,송파 강동 한강길,1347,127.1173429,37.54759601
BE_IW43-1106,서울,강동구,암사2동,17.98,5시간40분,1,0,송파 강동 한강길,1348,127.127437,37.56555553
BE_IW43-1107,서울,강동구,고덕2동,17.98,5시간40분,1,0,송파 강동 한강길,1349,127.1555677,37.57347126
BE_IW43-1109,서울,송파구,오륜동,17.98,5시간40분,1,0,송파 강동 한강길,1351,127.1166717,37.5257285
BE_IW43-1097,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1304,127.1219168,37.52653122
BE_IW43-1099,서울,송파구,거여1동,5.49,2시간,1,0,성내천길,1422,127.1421098,37.49573435
BE_IW43-1098,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1305,127.1188635,37.51814362
BE_IW43-1096,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1303,127.1204341,37.52331194
BE_IW43-1095,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1302,127.1284017,37.51881577
BE_IW43-1094,서울,송파구,마천2동,5.49,2시간,1,0,성내천길,1301,127.144389,37.50297411
BE_IW43-1093,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1300,127.1342619,37.51132364
BE_IW43-1092,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1299,127.1321627,37.5173615
BE_IW43-1091,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1298,127.1260341,37.52441038
BE_IW43-1090,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1297,127.1167748,37.52747981
BE_IW43-1089,서울,송파구,잠실4동,5.49,2시간,1,0,성내천길,1296,127.1143088,37.52611034
BE_IW43-1088,서울,송파구,오륜동,5.49,2시간,1,0,성내천길,1295,127.116053,37.52534236
BE_IW43-1087,서울,송파구,잠실4동,5.49,2시간,1,0,성내천길,1294,127.1057846,37.52652106
BE_IW43-1086,서울,송파구,풍납2동,5.49,2시간,1,0,성내천길,1293,127.1050229,37.52763012
BE_IW43-0032,서울,송파구,방이1동,4.17,1시간,1,0,석촌호수 산책로,137,127.1183264,37.51037684
BE_IW43-0031,서울,송파구,석촌동,4.17,1시간,1,0,석촌호수 산책로,136,127.1045948,37.50801219
BE_IW43-0027,서울,송파구,잠실3동,4.17,1시간,1,0,석촌호수 산책로,131,127.0977916,37.51543933
BE_IW43-0030,서울,송파구,석촌동,4.17,1시간,1,0,석촌호수 산책로,134,127.100541,37.50558893
BE_IW43-0026,서울,송파구,잠실6동,4.17,1시간,1,0,석촌호수 산책로,130,127.0994228,37.51623444
BE_IW43-0025,서울,송파구,잠실6동,4.17,1시간,1,0,석촌호수 산책로,129,127.1022279,37.51451468
BE_IW43-0029,서울,송파구,잠실3동,4.17,1시간,1,0,석촌호수 산책로,133,127.098666,37.51193231
BE_IW43-0028,서울,송파구,잠실3동,4.17,1시간,1,0,석촌호수 산책로,132,127.0956822,37.5137162
BE_IW43-0018,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,960,127.1218453,37.52052204
BE_IW43-0016,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,958,127.1162941,37.52267331
BE_IW43-0019,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,961,127.1226983,37.52391659
BE_IW43-0020,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,962,127.110986,37.52037635
BE_IW43-0017,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,959,127.1193035,37.51808627
BE_IW43-0021,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,963,127.1207536,37.5166335
BE_IW43-0022,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,964,127.1257449,37.51531348
BE_IW43-0023,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,965,127.1287735,37.5192639
BE_IW43-0024,서울,송파구,오륜동,3.67,3시간,2,0,몽촌토성 나들이길,966,127.1266401,37.52351024
BE_IW43-0014,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,127,127.1500677,37.53419671
BE_IW43-0015,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,128,127.1477042,37.53423061
BE_IW43-0007,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,120,127.1536247,37.54055393
BE_IW43-0006,서울,강동구,길동,5.21,3시간,2,0,일자산 숲길 나들이길,119,127.1552033,37.54476026
BE_IW43-0005,서울,강동구,길동,5.21,3시간,2,0,일자산 숲길 나들이길,118,127.1525368,37.54364342
BE_IW43-0008,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,121,127.1518991,37.53892597
BE_IW43-0012,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,125,127.1494076,37.53360173
BE_IW43-0013,서울,강동구,둔촌2동,5.21,3시간,2,0,일자산 숲길 나들이길,126,127.1497619,37.53399811
BE_IW43-1081,서울,강동구,강일동,3.98,1시간 30분,1,0,망월천길,1239,127.1759544,37.57304983
BE_IW43-1085,서울,강동구,강일동,3.98,1시간 30분,1,0,망월천길,1243,127.1709426,37.57074536
BE_IW43-1084,서울,강동구,강일동,3.98,1시간 30분,1,0,망월천길,1242,127.1686863,37.5713526
BE_IW43-1083,서울,강동구,강일동,3.98,1시간 30분,1,0,망월천길,1241,127.1731771,37.57284845
BE_IW43-1079,서울,강동구,고덕2동,4.18,1시간 30분,1,0,고덕천길,1173,127.1686345,37.56344439
BE_IW43-1080,서울,강동구,상일동,4.18,1시간 30분,1,0,고덕천길,1420,127.1641199,37.55939924
BE_IW43-1074,서울,강동구,고덕2동,4.18,1시간 30분,1,0,고덕천길,1168,127.1564215,37.57300041
BE_IW43-1075,서울,강동구,고덕2동,4.18,1시간 30분,1,0,고덕천길,1169,127.1616033,37.56966351
BE_IW43-1076,서울,강동구,강일동,4.18,1시간 30분,1,0,고덕천길,1170,127.1709036,37.56521525
BE_IW43-1077,서울,강동구,상일동,4.18,1시간 30분,1,0,고덕천길,1171,127.1712711,37.55437454
BE_IW43-1078,서울,강동구,상일동,4.18,1시간 30분,1,0,고덕천길,1172,127.1676757,37.54956768
BE_IW43-0002,서울,강동구,명일1동,1.9,1시간30분,1,0,고덕산 산책로,115,127.1420872,37.55462988
BE_IW43-0001,서울,강동구,암사3동,1.9,1시간30분,1,0,고덕산 산책로,114,127.1427452,37.56860964
BE_IW43-0004,서울,강동구,암사3동,1.9,1시간30분,1,0,고덕산 산책로,117,127.141504,37.56582112
BE_IW43-0003,서울,강동구,고덕1동,1.9,1시간30분,1,0,고덕산 산책로,116,127.1454189,37.56990588
BE_IW43-0958,서울,성북구,정릉4동,34.5,17시간,2,0,북한산 코스,1014,127.0047832,37.62372967
BE_IW43-0952,서울,도봉구,도봉2봉,34.5,17시간,2,0,북한산 코스,73,127.0441525,37.69168905
BE_IW43-0953,서울,은평구,진관동,34.5,17시간,2,0,북한산 코스,74,126.9350425,37.63018491
BE_IW43-0954,서울,은평구,불광1동,34.5,17시간,2,0,북한산 코스,75,126.9379458,37.61377533
BE_IW43-0955,서울,종로구,평창동,34.5,17시간,2,0,북한산 코스,76,126.9493108,37.61092148
BE_IW43-0956,서울,종로구,평창동,34.5,17시간,2,0,북한산 코스,77,126.9516412,37.61186439
BE_IW43-0969,서울,도봉구,도봉1동,34.5,17시간,2,0,북한산 코스,1525,127.0342611,37.68881312
BE_IW43-0968,서울,강북구,우이동,34.5,17시간,2,0,북한산 코스,1524,127.0143729,37.66442139
BE_IW43-0967,서울,강북구,삼양동,34.5,17시간,2,0,북한산 코스,1523,127.0084083,37.62580168
BE_IW43-0966,서울,종로구,평창동,34.5,17시간,2,0,북한산 코스,1521,126.9801034,37.61569121
BE_IW43-0965,서울,은평구,불광1동,34.5,17시간,2,0,북한산 코스,1520,126.9373772,37.61541281
BE_IW43-0964,서울,은평구,진관동,34.5,17시간,2,0,북한산 코스,1514,126.9347521,37.63058192
BE_IW43-0963,서울,은평구,진관동,34.5,17시간,2,0,북한산 코스,1479,126.9172173,37.63872703
BE_IW43-0962,서울,강북구,우이동,34.5,17시간,2,0,북한산 코스,1018,127.0046608,37.66364568
BE_IW43-0961,서울,강북구,우이동,34.5,17시간,2,0,북한산 코스,1017,127.00439,37.65219148
BE_IW43-0960,서울,강북구,인수동,34.5,17시간,2,0,북한산 코스,1016,126.9989959,37.645107
BE_IW43-0959,서울,강북구,수유1동,34.5,17시간,2,0,북한산 코스,1015,127.0067175,37.63009613
BE_IW43-0957,서울,종로구,평창동,34.5,17시간,2,0,북한산 코스,1013,126.97759,37.61702375
BE_IW43-0939,서울,마포구,상암동,16.6,6시간 10분,2,0,봉암봉 코스,65,126.8846483,37.57576982
BE_IW43-0951,서울,은평구,진관동,16.6,6시간 10분,2,0,봉암봉 코스,1512,126.9127471,37.63846929
BE_IW43-0950,서울,은평구,증산동,16.6,6시간 10분,2,0,봉암봉 코스,1511,126.900587,37.58793783
BE_IW43-0949,서울,강서구,가양2동,16.6,6시간 10분,2,0,봉암봉 코스,1510,126.85446,37.5665231
BE_IW43-0948,서울,은평구,수색동,16.6,6시간 10분,2,0,봉암봉 코스,1484,126.8994097,37.57926025
BE_IW43-0947,서울,마포구,성산2동,16.6,6시간 10분,2,0,봉암봉 코스,1483,126.8965879,37.57313113
BE_IW43-0945,서울,은평구,진관동,16.6,6시간 10분,2,0,봉암봉 코스,71,126.9172173,37.63872703
BE_IW43-0944,서울,은평구,진관동,16.6,6시간 10분,2,0,봉암봉 코스,70,126.9248743,37.63700927
BE_IW43-0943,서울,은평구,구산동,16.6,6시간 10분,2,0,봉암봉 코스,69,126.9029423,37.61864567
BE_IW43-0942,서울,서대문구,북가좌1동,16.6,6시간 10분,2,0,봉암봉 코스,68,126.9012343,37.57985575
BE_IW43-0941,서울,마포구,성산2동,16.6,6시간 10분,2,0,봉암봉 코스,67,126.8952413,37.57276957
BE_IW43-0940,서울,마포구,상암동,16.6,6시간 10분,2,0,봉암봉 코스,66,126.8861816,37.57057876
BE_IW43-0938,서울,마포구,상암동,16.6,6시간 10분,2,0,봉암봉 코스,64,126.8746906,37.5783846
BE_IW43-0937,서울,강서구,등촌1동,16.6,6시간 10분,2,0,봉암봉 코스,63,126.8532311,37.56317639
BE_IW43-0930,서울,양천구,목1동,18,4시간 30분,1,0,안양천 코스,59,126.8803107,37.53334649
BE_IW43-0929,서울,구로구,신도림동,18,4시간 30분,1,0,안양천 코스,58,126.8804956,37.51735611
BE_IW43-0928,서울,구로구,구로1동,18,4시간 30분,1,0,안양천 코스,57,126.8686712,37.49950405
BE_IW43-0927,서울,금천구,가산동,18,4시간 30분,1,0,안양천 코스,56,126.8739708,37.48063966
BE_IW43-0926,서울,금천구,시흥1동,18,4시간 30분,1,0,안양천 코스,55,126.8927505,37.45848899
BE_IW43-0936,서울,강서구,염창동,18,4시간 30분,1,0,안양천 코스,1509,126.8625063,37.56469093
BE_IW43-0935,서울,구로구,구로1동,18,4시간 30분,1,0,안양천 코스,1508,126.8688424,37.49865747
BE_IW43-0933,서울,강서구,가양3동,18,4시간 30분,1,0,안양천 코스,62,126.8535911,37.56416516
BE_IW43-0932,서울,강서구,가양3동,18,4시간 30분,1,0,안양천 코스,61,126.8612664,37.56509772
BE_IW43-0931,서울,영등포구,양평2동,18,4시간 30분,1,0,안양천 코스,60,126.8804933,37.5511566
BE_IW43-0919,서울,금천구,시흥2동,12.7,5시간 50분,2,0,관악산 코스,51,126.9233972,37.45516981
BE_IW43-0913,서울,관악구,남현동,12.7,5시간 50분,2,0,관악산 코스,45,126.9794523,37.47917971
BE_IW43-0914,서울,관악구,남현동,12.7,5시간 50분,2,0,관악산 코스,46,126.9749544,37.47004438
BE_IW43-0915,서울,관악구,낙석대동,12.7,5시간 50분,2,0,관악산 코스,47,126.9576715,37.47394809
BE_IW43-0916,서울,관악구,대학동,12.7,5시간 50분,2,0,관악산 코스,48,126.9462283,37.46932617
BE_IW43-0917,서울,관악구,대학동,12.7,5시간 50분,2,0,관악산 코스,49,126.9410936,37.4640373
BE_IW43-0924,서울,금천구,시흥3동,12.7,5시간 50분,2,0,관악산 코스,1506,126.9045032,37.43666012
BE_IW43-0923,서울,관악구,대학동,12.7,5시간 50분,2,0,관악산 코스,1505,126.9446453,37.47032565
BE_IW43-0922,서울,관악구,남현동,12.7,5시간 50분,2,0,관악산 코스,1504,126.9762632,37.47205831
BE_IW43-0920,서울,금천구,시흥2동,12.7,5시간 50분,2,0,관악산 코스,52,126.9203955,37.44883473
BE_IW43-0918,서울,관악구,삼성동,12.7,5시간 50분,2,0,관악산 코스,50,126.9273243,37.45969303
BE_IW43-0912,서울,서초구,방배3동,17.9,8시간,2,0,대모산 우면산 코스,1503,126.9844503,37.4762926
BE_IW43-0911,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,1502,127.035066,37.47195655
BE_IW43-0910,서울,강남구,수서동,17.9,8시간,2,0,대모산 우면산 코스,1501,127.0998839,37.48938599
BE_IW43-0909,서울,서초구,서초1동,17.9,8시간,2,0,대모산 우면산 코스,44,127.0183172,37.48280634
BE_IW43-0908,서울,서초구,양재1동,17.9,8시간,2,0,대모산 우면산 코스,43,127.0169497,37.47017602
BE_IW43-0907,서울,서초구,내곡동,17.9,8시간,2,0,대모산 우면산 코스,42,127.0729756,37.46984504
BE_IW43-0906,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,41,127.0288083,37.47175061
BE_IW43-0905,서울,관악구,남현동,17.9,8시간,2,0,대모산 우면산 코스,40,126.9794687,37.47773777
BE_IW43-0904,서울,서초구,방배3동,17.9,8시간,2,0,대모산 우면산 코스,39,126.985455,37.47564869
BE_IW43-0903,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,38,127.0284295,37.47082735
BE_IW43-0902,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,37,127.0332989,37.47415427
BE_IW43-0901,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,36,127.0344946,37.47254033
BE_IW43-0900,서울,서초구,양재동,17.9,8시간,2,0,대모산 우면산 코스,35,127.036288,37.47244186
BE_IW43-0899,서울,강남구,수서동,17.9,8시간,2,0,대모산 우면산 코스,34,127.0992178,37.48989226
BE_IW43-0888,서울,강동구,둔촌2동,26.1,9시간,1,0,고덕 일자산 코스,26,127.152289,37.53999707
BE_IW43-0887,서울,강동구,길동,26.1,9시간,1,0,고덕 일자산 코스,25,127.1518198,37.54242108
BE_IW43-0886,서울,강동구,상일동,26.1,9시간,1,0,고덕 일자산 코스,24,127.1578204,37.55661195
BE_IW43-0885,서울,강동구,고덕2동,26.1,9시간,1,0,고덕 일자산 코스,23,127.1572811,37.5646951
BE_IW43-0884,서울,강동구,암사2동,26.1,9시간,1,0,고덕 일자산 코스,22,127.1279218,37.5633139
BE_IW43-0883,서울,강동구,암사2동,26.1,9시간,1,0,고덕 일자산 코스,21,127.1198202,37.55394478
BE_IW43-0882,서울,광진구,광장동,26.1,9시간,1,0,고덕 일자산 코스,20,127.1023488,37.54810861
BE_IW43-0896,서울,강동구,상일동,26.1,9시간,1,0,고덕 일자산 코스,1497,127.1547752,37.55805693
BE_IW43-0898,서울,강남구,수서동,26.1,9시간,1,0,고덕 일자산 코스,1499,127.1047736,37.4910455
BE_IW43-0895,서울,광진구,광장동,26.1,9시간,1,0,고덕 일자산 코스,1496,127.1069257,37.54873682
BE_IW43-0894,서울,강동구,고덕1동,26.1,9시간,1,0,고덕 일자산 코스,1482,127.1523163,37.55796029
BE_IW43-0893,서울,강남구,수서동,26.1,9시간,1,0,고덕 일자산 코스,33,127.1002762,37.4899879
BE_IW43-0892,서울,송파구,문정2동,26.1,9시간,1,0,고덕 일자산 코스,32,127.1229367,37.48037653
BE_IW43-0891,서울,송파구,장지동,26.1,9시간,1,0,고덕 일자산 코스,30,127.1307799,37.49219975
BE_IW43-0897,서울,송파구,오륜동,26.1,9시간,1,0,고덕 일자산 코스,1498,127.1383199,37.51514473
BE_IW43-0890,서울,송파구,오륜동,26.1,9시간,1,0,고덕 일자산 코스,29,127.136862,37.51465557
BE_IW43-0889,서울,송파구,오륜동,26.1,9시간,1,0,고덕 일자산 코스,27,127.1251731,37.5207676
BE_IW43-0878,서울,중랑구,망우본동,12.6,5시간 10분,2,0,용마산 아차산 코스,1481,127.1058791,37.60927062
BE_IW43-0876,서울,광진구,광장동,12.6,5시간 10분,2,0,용마산 아차산 코스,19,127.1020717,37.55598082
BE_IW43-0872,서울,중랑구,망우본동,12.6,5시간 10분,2,0,용마산 아차산 코스,14,127.1122319,37.60145189
BE_IW43-0874,서울,광진구,광장동,12.6,5시간 10분,2,0,용마산 아차산 코스,16,127.0979704,37.55451418
BE_IW43-0871,서울,중랑구,망우본동,12.6,5시간 10분,2,0,용마산 아차산 코스,13,127.1077785,37.60734038
